Desktop	1280x720 50Hz
Date	8/5/2014
BalanceBoard	TRUE
StartTime	4:56 PM
EndTime	5:06 PM
Participant Code	OVR
Session	scene_definition.xml
Gameplay	ObstacleAvoidance


Target	Command	Type	Details	XYPos	TimeStamp	DeltaTime
	Event	gem_collected	1	(58.35026; 84.15731)	203.4038	0
	Action	start lean	left	(55.35924; 84.15731)	204.9868	1.582993
	Action	stop lean	left	(53.42727; 83.11161)	205.9539	0.9670868
	Action	start lean	right	(49.49381; 83.07001)	207.9197	1.965851
	Action	stop lean	right	(49.46192; 83.07364)	207.9368	0.01712036
	Action	start lean	right	(47.56187; 83.08993)	208.8869	0.9500427
	Action	stop lean	right	(45.49581; 84.24405)	209.9197	1.032852
	Action	start lean	left	(44.59599; 84.32935)	210.3699	0.450119
	Action	stop lean	left	(42.9615; 83.43465)	211.1871	0.8171997
	Action	start lean	left	(38.6975; 83.34954)	213.3189	2.131866
	Action	stop lean	left	(38.29753; 83.18777)	213.5177	0.198761
	Event	passed_obs	obs_bike	(37.49778; 83.11031)	213.9018	0.3841553
	Action	start lean	right	(36.29767; 83.10982)	214.5177	0.6158905
	Action	stop lean	right	(34.5314; 84.08491)	215.4009	0.883194
	Action	stop	intersection	(23.49591; 84.16979)	220.9186	5.517715
	Action	turn	straight	(23.35147; 84.16979)	221.4026	0.4840088
	Event	gem_collected	5	(23.35147; 84.16979)	221.4026	0
	Action	start lean	right	(16.36105; 84.16979)	224.9849	3.582214
	Action	stop lean	right	(14.49504; 85.20454)	225.919	0.9340973
	Action	start lean	left	(13.82723; 85.28847)	226.2516	0.3325958
	Action	stop lean	left	(11.26548; 83.83735)	227.5336	1.282013
	Action	start lean	right	(9.797575; 83.75163)	228.2666	0.7330627
	Event	passed_obs	obs_bike	(8.499216; 84.44575)	228.8998	0.633194
	Action	stop lean	right	(8.253675; 84.59305)	229.0396	0.139801
	Action	stop	intersection	(4.48567; 84.67395)	230.9236	1.883942
	Action	turn	left	(4.339744; 84.67395)	231.3735	0.4499054
	Event	gem_collected	1	(4.339744; 84.67395)	231.3735	0
	Action	start lean	left	(4.339651; 84.67395)	231.3896	0.01617432
	Action	stop lean	left	(3.687306; 83.79652)	231.9374	0.5477753
	Action	start lean	right	(3.181788; 78.30843)	234.7356	2.798157
	Action	stop lean	right	(2.767041; 77.47649)	235.1524	0.4167786
	Event	passed_obs	obs_bike	(2.682046; 76.47665)	235.6355	0.4831085
	Action	stop	intersection	(2.681893; 72.47663)	237.6524	2.016968
	Action	backward	180	(2.681893; 72.3302)	238.5028	0.8503265
	Event	hit_ped	PedestrianCollider	(2.681861; 72.3278)	279.7989	41.29613
	Event	start	level_2	(53; 3)	344.6476	64.84875
	Event	hit_ped	PedestrianCollider	(53; 3)	491.5738	146.9261
	Action	backward	180	(53; 3)	573.8523	82.2785
	Action	stop	intersection	(53; 3.0024)	575.1703	1.318054
	Action	turn	left	(53; 3.0024)	577.4875	2.317139
	Action	start lean	left	(53; 3.0024)	577.5046	0.01708984
	Action	stop lean	left	(53.32674; 2.678612)	577.7704	0.2658691
	Action	stop	intersection	(53.50984; 2.48842)	577.9008	0.1303711
	Action	turn	right	(53.61509; 2.389128)	579.451	1.550232
	Event	gem_collected	5	(53.61509; 2.389128)	579.451	0
	Action	start lean	right	(53.61509; 2.389128)	579.4682	0.01715088
	Action	stop lean	right	(54.20353; 1.513654)	580.0001	0.5318604
	Action	start lean	right	(54.54651; -1.8488)	581.9534	1.953369
	Action	stop lean	right	(54.42473; -1.857812)	582.1206	0.1671753
	Action	start lean	left	(54.35326; -1.85734)	582.4366	0.315979
	Action	stop lean	left	(55.55896; -1.859933)	583.5366	1.100037


Summary
Bonus Taken	Level Time	Obstacle Passed	Obstacle Hit	Pedestrian Hit	Level
8	300	9	1	2	1


Map Info
Intersections	(0,0)(36,0)(53,0)(70,0)(95,0)(0,15)(36,15)(53,15)(70,15)(95,15)(0,32)(36,32)(53,32)(70,32)(95,32)(0,50)(36,50)(53,50)(70,50)(95,50)
Targets	(-2.914213,66.60966)(56.66671,7.208282)(87.20828,-0.6667089)(13.30683,35.54031)(107.4597,81.30682)(-2.914213,66.60966)(87.20828,-0.6667089)(56.66671,7.208282)(107.4597,81.30682)(13.30683,35.54031)(107.4597,81.30682)(13.30683,35.54031)(-2.914213,66.60966)(56.66671,7.208282)(87.20828,-0.6667089)(69.08389,26.57586)(95.91422,4.390343)(45.78461,15.88978)(8.208283,29.33329)(36.91611,37.42414)(36.91611,37.42414)(8.208283,29.33329)(95.91422,4.390343)(69.08389,26.57586)(45.78461,15.88978)(36.91611,37.42414)(69.08389,26.57586)(95.91422,4.390343)(45.78461,15.88978)(8.208283,29.33329)


